ID	weeks	osp_id	yy	year	month	zone	port	date	sam_per	tot_catch	sampled	ad_clip	gsi_samp	samprate	ad_rate	gsi_rate	spp	fl_mm	tl_in	fishery	HZ	NumMiss	Max.RepU.1	Max.Prob.1	Max.RepU.2	Max.Prpb.2	Max.RepU.3	Max.Prob.3	AssignedTo	NumLoci	ObsLogL	zScore	FractionSimmedGreater	weeknum	monthnum	monthname	headtag	cwtcode	brdyr	runame	stockname	hatchery	reartype	prodfct
T040442	5	02-A011	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	746	31.6	2	0.347368421052632	0	CentralValleyfa	0.96247138	CentralValleysp	0.03752862	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-30.309758	1.905625	0.9802	5	3	March								
T040443	5	02-A012	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	695	29.5	2	0.414893617021277	1	CentralValleyfa	0.99994846	CentralValleysp	5.154e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	94	-35.088167	-0.412092	0.325	5	3	March								
T040444	5	02-A013	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	739	31.3	2	0.414893617021277	1	CentralValleyfa	0.90646052	CentralValleysp	0.09353948	CentralValleywi	0	CentralValleyfa--Feather_H_sp	94	-35.543685	-0.569114	0.2779	5	3	March								
T040445	5	02-A014	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	880	37.1	2	0.404255319148936	1	CentralValleyfa	0.97217874	CentralValleysp	0.02782126	CentralValleywi	0	CentralValleyfa--Battle_Cr	94	-35.398497	-0.575581	0.2669	5	3	March								
T040446	5	02-A015	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	741	31.4	2	0.558441558441558	18	CentralValleyfa	0.94973721	CentralValleysp	0.05026279	CentralValleywi	0	CentralValleyfa--Feather_H_sp	77	-25.712917	0.994609	0.8394	5	3	March								
T040447	5	02-A016	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	740	31.4	2	0.404255319148936	1	CentralValleyfa	0.72952157	CentralValleysp	0.27047843	CentralValleywi	0	CentralValleyfa--Feather_H_sp	94	-33.578029	0.298044	0.5954	5	3	March								
T040448	5	02-A017	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	764	32.4	2	0.336842105263158	0	CentralValleyfa	0.8231781	CentralValleysp	0.1768219	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-36.437015	-0.8905	0.1849	5	3	March								
T040449	5	02-A018	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	712	30.2	2	0.376344086021505	2	CentralValleyfa	0.99015772	CentralValleysp	0.00984227	CentralValleywi	0	CentralValleyfa--Feather_H_sp	93	-32.29553	0.717665	0.7528	5	3	March								
T040450	5	02-A019	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	725	30.8	2	0.389473684210526	0	CentralValleyfa	0.99686654	CentralValleysp	0.00313336	DeschutesRfa	1e-07	CentralValleyfa--Feather_H_sp	95	-34.955058	-0.158359	0.4206	5	3	March								
T040452	5	02-A021	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	690	29.3	2	0.377777777777778	5	CentralValleyfa	0.98386677	CentralValleysp	0.01613318	DeschutesRfa	6e-08	CentralValleyfa--Butte_Cr_fa	90	-31.237652	0.67714	0.738	5	3	March								
T040453	5	02-A022	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	715	30.4	2	0.410526315789474	0	CentralValleyfa	0.99977197	CentralValleysp	0.00022803	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-32.34084	0.971612	0.8322	5	3	March								
T040455	5	02-A024	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	733	31.1	2	0.393617021276596	1	CentralValleyfa	0.99995822	CentralValleysp	4.178e-05	CentralValleywi	0	CentralValleyfa--Feather_H_sp	94	-33.715888	0.235317	0.576	5	3	March								
T040456	5	02-A025	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	692	29.4	2	0.404255319148936	1	CentralValleyfa	0.9781563	CentralValleysp	0.0218437	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	94	-35.955327	-0.86337	0.1872	5	3	March								
T040457	5	02-A026	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	718	30.5	2	0.391304347826087	3	CentralValleyfa	0.5112108	CentralValleysp	0.48878912	CentralValleywi	8e-08	CentralValleyfa--Feather_H_sp	92	-32.117604	0.678902	0.7465	5	3	March								
T040458	5	02-A027	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	675	28.7	2	0.311827956989247	2	CentralValleyfa	0.99807993	CentralValleysp	0.00192007	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	93	-32.862653	0.407635	0.6401	5	3	March								
T040459	5	02-A028	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	780	33	2	0.387096774193548	2	CentralValleyfa	0.99993359	CentralValleysp	6.641e-05	DeschutesRfa	1e-08	CentralValleyfa--Feather_H_sp	93	-34.541269	-0.291273	0.3648	5	3	March								
T040460	5	02-A030	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	642	27.4	2	0.354838709677419	2	CentralValleysp	0.80047199	CentralValleyfa	0.19952801	CentralValleywi	0	CentralValleysp--Mill_Cr_sp	93	-34.283869	-0.204728	0.4027	5	3	March								
T040461	5	02-A031	2	2002	3	MO	SCR	2002-03-30	6	2779	616	0	95	0.22	0	0.15	1	666	28.3	2	0.354838709677419	2	CentralValleyfa	0.96735991	CentralValleysp	0.03264009	CentralValleywi	0	CentralValleyfa--Feather_H_sp	93	-31.22599	1.266733	0.9073	5	3	March								
T040462	6	02-A032	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	700	29.7	1	0.425531914893617	1	CentralValleyfa	0.99917054	CentralValleysp	0.00082946	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	94	-33.528652	0.241656	0.5716	6	3	March								
T040463	6	02-A033	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	710	30.1	1	0.382022471910112	6	CentralValleyfa	0.98750465	CentralValleysp	0.01249514	DeschutesRfa	2.1e-07	CentralValleyfa--Feather_H_sp	89	-35.889309	-1.74125	0.048	6	3	March								
T040464	6	02-A034	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	728	30.9	1	0.419354838709677	2	CentralValleyfa	0.99373417	CentralValleysp	0.00626576	LColumbiaRsp	6e-08	CentralValleyfa--Butte_Cr_fa	93	-36.579752	-1.299872	0.1026	6	3	March								
T040465	6	02-A035	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	687	29.2	1	0.460674157303371	6	CentralValleyfa	0.98028847	CentralValleysp	0.01971153	CentralValleywi	0	CentralValleyfa--Battle_Cr	89	-33.901054	-0.750359	0.2191	6	3	March								
T040466	6	02-A036	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	795	33.6	1	0.368421052631579	0	CentralValleyfa	0.94782027	CentralValleysp	0.05217969	DeschutesRfa	3e-08	CentralValleyfa--Feather_H_sp	95	-38.416977	-1.736427	0.0485	6	3	March								
T040467	6	02-A037	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	715	30.4	1	0.32258064516129	2	CentralValleyfa	0.97729628	CentralValleysp	0.02269723	CentralValleywi	6.49e-06	CentralValleyfa--Battle_Cr	93	-32.889522	0.425393	0.6497	6	3	March								
T040468	6	02-A038	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	717	30.4	1	0.419354838709677	2	CentralValleyfa	0.99997143	CentralValleysp	2.857e-05	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	93	-34.136919	-0.242854	0.3872	6	3	March								
T040469	6	02-A039	2	2002	3	MO	PRI	2002-03-31	6	2779	616	0	95	0.22	0	0.15	1	750	31.8	1	0.446808510638298	1	CentralValleyfa	0.98377197	CentralValleysp	0.01622803	CentralValleywi	0	CentralValleyfa--Battle_Cr	94	-33.502009	0.278671	0.5908	6	3	March								
T040470	6	02-A053	2	2002	4	MO	VEN	2002-04-05	7	19449	3954	279	59	0.2	0.07	0.01	1	755	32	2	0.419354838709677	2	CentralValleyfa	0.99985159	CentralValleysp	0.00014841	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	93	-34.937774	-0.613437	0.2609	6	4	April								
T040471	6	02-A064	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	792	33.5	2	0.441860465116279	9	CentralValleyfa	0.88632447	CentralValleysp	0.11367544	DeschutesRfa	7e-08	CentralValleyfa--Feather_H_sp	86	-27.498214	1.777456	0.9712	6	4	April								
T040472	6	02-A065	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	780	33	2	0.365591397849462	2	CentralValleyfa	0.98037893	CentralValleysp	0.01962107	CentralValleywi	0	CentralValleyfa--Feather_H_sp	93	-34.586633	-0.308912	0.3578	6	4	April								
T040473	6	02-A067	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	778	32.9	2	0.358695652173913	3	CentralValleyfa	0.96813352	CentralValleysp	0.03186648	CentralValleywi	0	CentralValleyfa--Feather_H_sp	92	-34.935764	-0.706236	0.2311	6	4	April								
T040474	6	02-A070	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	790	33.4	2	0.368421052631579	0	CentralValleyfa	0.99977106	CentralValleysp	0.00022894	CentralValleywi	0	CentralValleyfa--Battle_Cr	95	-35.396784	-0.374877	0.3401	6	4	April								
T040475	6	02-A071	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	785	33.2	2	0.368421052631579	0	CentralValleyfa	0.99171063	CentralValleysp	0.00828937	CentralValleywi	0	CentralValleyfa--Battle_Cr	95	-34.323435	0.126434	0.5332	6	4	April								
T040476	6	02-A072	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	780	33	2	0.48936170212766	1	CentralValleyfa	0.68827728	CentralValleysp	0.25934821	CentralValleywi	0.0523745	CentralValleyfa--Feather_H_sp	94	-37.851698	-1.710323	0.051	6	4	April								
T040477	6	02-A076	2	2002	4	MO	VEN	2002-04-06	7	19449	3954	279	59	0.2	0.07	0.01	1	718	30.5	2	0.378947368421053	0	CentralValleyfa	0.6335257	CentralValleysp	0.36647429	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-34.544743	-0.093012	0.4471	6	4	April								
T040478	7	02-A084	2	2002	4	SF	SAU	2002-04-13	7	943	513	31	20	0.54	0.06	0.04	1	610	26	1	0.393617021276596	1	CentralValleyfa	0.99989886	CentralValleysp	0.00010114	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	94	-38.055186	-1.903712	0.0368	7	4	April								
T040479	7	02-A085	2	2002	4	SF	SAU	2002-04-13	7	943	513	31	20	0.54	0.06	0.04	1	710	30.1	1	0.315789473684211	0	CentralValleyfa	0.99639494	CentralValleysp	0.00360506	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-32.820544	0.679262	0.7379	7	4	April								
T040480	7	02-A086	2	2002	4	SF	SAU	2002-04-13	7	943	513	31	20	0.54	0.06	0.04	1	645	27.5	1	0.387096774193548	2	CentralValleyfa	0.99986062	CentralValleysp	0.00013938	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	93	-35.814651	-1.011399	0.1594	7	4	April								
T040481	8	02-A087	2	2002	4	SF	SAU	2002-04-17	8	4010	1209	55	90	0.3	0.05	0.07	1	716	30.4	1	0.354838709677419	2	CentralValleyfa	0.69294651	CentralValleysp	0.30705349	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	93	-34.891585	-0.600219	0.2626	8	4	April								
T040482	8	02-A090	2	2002	4	SF	SAU	2002-04-20	8	4010	1209	55	90	0.3	0.05	0.07	1	575	24.6	1	0.347368421052632	0	CentralValleyfa	0.99946293	CentralValleysp	0.00053707	MidOregonCoast	1e-08	CentralValleyfa--Feather_H_sp	95	-33.830388	0.372611	0.6261	8	4	April								
T040483	8	02-A091	2	2002	4	SF	SAU	2002-04-20	8	4010	1209	55	90	0.3	0.05	0.07	1	618	26.4	1	0.287234042553192	1	CentralValleyfa	0.99987724	CentralValleysp	0.00012271	CentralValleywi	6e-08	CentralValleyfa--Mill_Cr_fa	94	-36.587853	-1.230901	0.1158	8	4	April								
T040484	8	02-A092	2	2002	4	SF	SAU	2002-04-20	8	4010	1209	55	90	0.3	0.05	0.07	1	600	25.6	1	0.454545454545455	7	CentralValleyfa	0.99999902	CentralValleysp	9.8e-07	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	88	-28.656924	1.363041	0.9203	8	4	April								
T040485	8	02-A093	2	2002	4	SF	SAU	2002-04-20	8	4010	1209	55	90	0.3	0.05	0.07	1	900	37.9	1	0.382978723404255	1	CentralValleyfa	0.9999463	CentralValleysp	5.37e-05	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	94	-32.918709	0.533639	0.6867	8	4	April								
T040486	9	02-A094	2	2002	4	SF	SAU	2002-04-21	8	4010	1209	55	90	0.3	0.05	0.07	1	724	30.7	1	0.410526315789474	0	CentralValleyfa	0.99939334	CentralValleysp	0.00060656	DeschutesRfa	9e-08	CentralValleyfa--Feather_H_fa	95	-31.478328	1.39556	0.924	9	4	April								
T040487	9	02-A095	2	2002	4	SF	SAU	2002-04-21	8	4010	1209	55	90	0.3	0.05	0.07	1	750	31.8	1	0.457446808510638	1	RogueR	0.98916215	MidOregonCoast	0.01018952	NCaliforniaSOregonCoast	0.00063746	RogueR--Applegate_Cr	94	-33.921403	0.091665	0.5188	9	4	April								
T040488	9	02-A096	2	2002	4	SF	SAU	2002-04-21	8	4010	1209	55	90	0.3	0.05	0.07	1	717	30.4	1	0.372340425531915	1	CentralValleyfa	0.95935025	CentralValleysp	0.04064975	CentralValleywi	0	CentralValleyfa--Feather_H_fa	94	-37.664045	-1.633339	0.0589	9	4	April								
T040489	9	02-A097	2	2002	4	SF	SAU	2002-04-22	8	4010	1209	55	90	0.3	0.05	0.07	1	816	34.5	1	0.440860215053763	2	CentralValleyfa	0.99179698	CentralValleysp	0.00820302	CentralValleywi	0	CentralValleyfa--Feather_H_fa	93	-31.732724	1.076002	0.8616	9	4	April								
T040490	9	02-A100	2	2002	4	SF	SAU	2002-04-22	8	4010	1209	55	90	0.3	0.05	0.07	1	772	32.7	1	0.404255319148936	1	CentralValleyfa	0.99881167	CentralValleysp	0.00118804	DeschutesRfa	2.9e-07	CentralValleyfa--Mill_Cr_fa	94	-33.762138	0.128693	0.5351	9	4	April								
T040491	9	02-A101	2	2002	4	SF	SAU	2002-04-22	8	4010	1209	55	90	0.3	0.05	0.07	1	634	27	1	0.284210526315789	0	CentralValleyfa	0.999644	CentralValleysp	0.000356	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-31.316529	1.4488	0.9383	9	4	April								
T040492	9	02-A102	2	2002	4	SF	SAU	2002-04-22	8	4010	1209	55	90	0.3	0.05	0.07	1	657	28	1	0.263157894736842	0	CentralValleyfa	0.99998334	CentralValleysp	1.666e-05	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-33.160503	0.524444	0.6851	9	4	April								
T040493	9	02-A103	2	2002	4	SF	SAU	2002-04-25	8	4010	1209	55	90	0.3	0.05	0.07	1	735	31.2	1	0.431578947368421	0	CentralValleyfa	0.99998491	CentralValleysp	1.509e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-36.154791	-0.745424	0.2206	9	4	April								
T040494	9	02-A104	2	2002	4	SF	SAU	2002-04-25	8	4010	1209	55	90	0.3	0.05	0.07	1	744	31.5	1	0.446808510638298	1	CentralValleyfa	0.99573852	CentralValleysp	0.00426131	DeschutesRfa	1.6e-07	CentralValleyfa--Mill_Cr_fa	94	-31.617546	1.056816	0.8571	9	4	April								
T040495	9	02-A105	2	2002	4	SF	SAU	2002-04-25	8	4010	1209	55	90	0.3	0.05	0.07	1	719	30.5	1	0.361702127659574	1	CentralValleyfa	0.9998623	CentralValleysp	0.0001377	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	94	-34.593053	-0.313692	0.3612	9	4	April								
T040496	9	02-A106	2	2002	4	SF	SAU	2002-04-25	8	4010	1209	55	90	0.3	0.05	0.07	1	680	28.9	1	0.290322580645161	2	CentralValleyfa	0.99992599	CentralValleysp	7.401e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	93	-33.642615	0.045623	0.4992	9	4	April								
T040497	9	02-A110	2	2002	4	SF	SAU	2002-04-27	8	4010	1209	55	90	0.3	0.05	0.07	1	725	30.8	1	0.368421052631579	0	CentralValleyfa	0.97135806	CentralValleysp	0.0286415	NPugetSound	4.4e-07	CentralValleyfa--Feather_H_fa	95	-38.956573	-2.013433	0.0301	9	4	April								
T040499	10	02-A112	2	2002	5	SF	SAU	2002-05-04	9	5201	1796	130	48	0.35	0.07	0.03	1	538	23.1	1	0.326315789473684	0	CentralValleyfa	0.99999612	CentralValleysp	3.88e-06	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-32.901345	0.750235	0.7681	10	5	May								
T040500	10	02-A114	2	2002	5	SF	SAU	2002-05-04	9	5201	1796	130	48	0.35	0.07	0.03	1	516	22.2	1	0.414893617021277	1	CentralValleyfa	0.99816239	CentralValleysp	0.0018364	LColumbiaRsp	4e-07	CentralValleyfa--Feather_H_fa	94	-37.393887	-1.496886	0.0743	10	5	May								
T040501	10	02-A115	2	2002	5	SF	SAU	2002-05-04	9	5201	1796	130	48	0.35	0.07	0.03	1	527	22.6	1	0.210526315789474	0	CentralValleyfa	0.99819389	CentralValleysp	0.00180611	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-36.548191	-0.996822	0.1589	10	5	May								
T040502	11	02-A116	2	2002	5	SF	SAU	2002-05-11	9	5201	1796	130	48	0.35	0.07	0.03	1	675	28.7	1	0.431578947368421	0	CentralValleyfa	0.99949923	CentralValleysp	0.00050077	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-30.576645	1.794566	0.9721	11	5	May								
T040503	11	02-A120	2	2002	5	SF	SAU	2002-05-11	9	5201	1796	130	48	0.35	0.07	0.03	1	685	29.1	1	0.315789473684211	0	CentralValleyfa	0.98817823	CentralValleysp	0.01182109	LColumbiaRfa	4.1e-07	CentralValleyfa--Feather_H_fa	95	-37.401877	-1.299285	0.1015	11	5	May								
T040504	13	02-A123	2	2002	5	SF	SAU	2002-05-19	10	7988	1796	135	62	0.22	0.08	0.03	1	486	21	1	0.260869565217391	3	CentralValleyfa	0.99997182	CentralValleysp	2.818e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	92	-35.344981	-0.93112	0.1751	13	5	May								
T040506	13	02-A130	2	2002	5	SF	SAU	2002-05-19	10	7988	1796	135	62	0.22	0.08	0.03	1	568	24.3	1	0.315789473684211	0	CentralValleyfa	0.99994113	CentralValleysp	5.887e-05	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-32.569723	0.827364	0.7896	13	5	May								
T040507	13	02-A132	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	820	34.7	1	0.408602150537634	2	CentralValleyfa	0.99980813	CentralValleysp	0.00019186	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	93	-31.891156	0.868406	0.8025	13	5	May								
T040508	13	02-A135	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	794	33.6	1	0.414893617021277	1	CentralValleyfa	0.98312185	CentralValleysp	0.01687815	CentralValleywi	0	CentralValleyfa--Feather_H_sp	94	-35.160138	-0.254662	0.3812	13	5	May								
T040509	13	02-A137	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	805	34	1	0.287234042553192	1	CaliforniaCoast	0.99942954	NCaliforniaSOregonCoast	0.00056499	RogueR	4.87e-06	CaliforniaCoast--Eel_R	94	-31.719375	-0.151416	0.422	13	5	May								
T040510	13	02-A140	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	712	30.2	1	0.526315789473684	0	CentralValleyfa	0.99995425	CentralValleysp	4.575e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-33.357383	0.541297	0.6912	13	5	May								
T040511	13	02-A144	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	666	28.3	1	0.382978723404255	1	CentralValleyfa	0.9999878	CentralValleysp	1.22e-05	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	94	-32.609498	0.596629	0.7116	13	5	May								
T040512	13	02-A146	2	2002	5	SF	SAU	2002-05-23	10	7988	1796	135	62	0.22	0.08	0.03	1	905	38.1	1	0.357894736842105	0	CentralValleyfa	0.99943666	CentralValleysp	0.00056334	CentralValleywi	0	CentralValleyfa--Mill_Cr_fa	95	-33.756564	0.268415	0.5945	13	5	May								
T040513	14	02-A147	2	2002	5	SF	SAU	2002-05-30	10	7988	1796	135	62	0.22	0.08	0.03	1	546	23.4	1	0.372340425531915	1	CentralValleyfa	0.99982563	CentralValleysp	0.00017437	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	94	-37.750783	-1.68559	0.055	14	5	May								
T040514	14	02-A151	2	2002	5	SF	SAU	2002-05-30	10	7988	1796	135	62	0.22	0.08	0.03	1	554	23.8	1	0.347368421052632	0	CentralValleyfa	0.9999613	CentralValleysp	3.87e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-32.484621	0.924303	0.8243	14	5	May								
T040515	15	02-A158	2	2002	6	SF	SAU	2002-06-05	11	6955	1863	124	46	0.27	0.07	0.02	1	530	22.8	1	0.368421052631579	0	CentralValleyfa	0.99999462	CentralValleysp	5.37e-06	CentralValleywi	0	CentralValleyfa--Mokelumne_R_fa	95	-32.076879	1.136952	0.8767	15	6	June								
T040516	15	02-A161	2	2002	6	SF	SAU	2002-06-05	11	6955	1863	124	46	0.27	0.07	0.02	1	705	29.9	1	0.421052631578947	0	CentralValleyfa	0.99987019	CentralValleysp	0.00012981	CentralValleywi	0	CentralValleyfa--Mokelumne_R_fa	95	-33.936814	0.316203	0.6073	15	6	June								
T040517	16	02-A163	2	2002	6	SF	SAU	2002-06-11	11	6955	1863	124	46	0.27	0.07	0.02	1	516	22.2	1	0.393617021276596	1	CentralValleyfa	0.99986275	CentralValleysp	0.00013725	CentralValleywi	0	CentralValleyfa--Mokelumne_R_fa	94	-31.218484	1.395262	0.9246	16	6	June								
T040518	16	02-A171	2	2002	6	SF	SAU	2002-06-11	11	6955	1863	124	46	0.27	0.07	0.02	1	712	30.2	1	0.410526315789474	0	CentralValleyfa	0.99998881	CentralValleysp	1.119e-05	CentralValleywi	0	CentralValleyfa--Butte_Cr_fa	95	-34.264483	0.12189	0.5269	16	6	June								
T040519	16	02-A172	2	2002	6	SF	SAU	2002-06-11	11	6955	1863	124	46	0.27	0.07	0.02	1	575	24	1	0.319148936170213	1	CentralValleyfa	0.99731267	CentralValleysp	0.00268733	CentralValleywi	0	CentralValleyfa--Mokelumne_R_fa	94	-37.516206	-1.509742	0.0732	16	6	June								
